target_name,target_path,total_files,total_bytes,backup_like_files,distinct_extensions,first_created_datetime_utc,last_modified_datetime_utc,days_covered,git_commits,git_history_available
UMBRA,P:\UMBRA,1910,16864529033,195,1388,2024-07-07 18:00:21+00:00,2026-03-02 16:00:39+00:00,70,0,False
